station_key,prec_no,prefecture,kind,daily_page,block_no,jma_name,kana,latitude,longitude,elevation_m,has_precipitation,has_wind,has_temperature,has_sunshine,has_snow,has_humidity,is_current,end_date,note_1,note_2,note_3,note_4,note_5
prec15_a0047,15,空知地方,a,daily_a1,0047,長沼,ナガヌマ,43.01166666666666,141.69333333333333,13,True,True,True,False,False,True,True,,,,,,
prec15_a0049,15,空知地方,a,daily_a1,0049,夕張,ユウバリ,43.038333333333334,141.95666666666668,293,True,True,True,False,True,True,True,,,,,,
prec15_a0999,15,空知地方,a,daily_a1,0999,月形,ツキガタ,43.33,141.61666666666667,50,True,True,True,False,False,True,True,,,,,,
prec15_a1287,15,空知地方,a,daily_a1,1287,空知吉野,ソラチヨシノ,43.595,141.73166666666665,100,True,True,True,False,False,True,True,,,,,,
prec15_a1674,15,空知地方,a,daily_a1,1674,秩父別,チップベツ,43.78,141.96166666666667,51,True,True,True,False,True,True,True,,,,,,
prec15_s47413,15,空知地方,s,daily_s1,47413,岩見沢,イワミザワ,43.211666666666666,141.785,42.3,True,True,True,True,True,True,True,,,,,,
prec16_a0051,16,後志地方,a,daily_a1,0051,美国,ビクニ,43.27166666666667,140.56333333333333,75,True,True,True,False,False,True,True,,,,,,
prec16_a0052,16,後志地方,a,daily_a1,0052,余市,ヨイチ,43.181666666666665,140.75833333333333,20,True,True,True,False,True,True,True,,,,,,
prec16_a0054,16,後志地方,a,daily_a1,0054,共和,キョウワ,42.98,140.60333333333332,15,True,True,True,False,True,True,True,,2008年11月12日までの地点名「岩内」,,,,
prec16_a0055,16,後志地方,a,daily_a1,0055,蘭越,ランコシ,42.81,140.54166666666666,39,True,True,True,False,True,True,True,,,,,,
prec16_a0060,16,後志地方,a,daily_a1,0060,喜茂別,キモベツ,42.79333333333334,140.94833333333332,264,True,True,True,False,True,True,True,,,,,,
prec16_a0061,16,後志地方,a,daily_a1,0061,黒松内,クロマツナイ,42.663333333333334,140.31,27,True,True,True,False,True,True,True,,,,,,
prec16_a1072,16,後志地方,a,daily_a1,1072,真狩,マッカリ,42.775,140.88,440,True,True,True,False,False,True,True,,,,,,
prec16_a1208,16,後志地方,a,daily_a1,1208,神恵内,カモエナイ,43.145,140.42333333333335,50,True,True,True,False,False,True,True,,,,,,
prec16_s47411,16,後志地方,s,daily_s1,47411,小樽,オタル,43.181666666666665,141.015,24.9,True,True,True,True,True,True,True,,,,,,
prec16_s47421,16,後志地方,s,daily_s1,47421,寿都,スツツ,42.795,140.22333333333333,33.4,True,True,True,True,True,True,True,,,,,,
prec16_s47433,16,後志地方,s,daily_s1,47433,倶知安,クツチヤン,42.9,140.75666666666666,176.1,True,True,True,True,True,True,True,,,,,,
prec17_a0063,17,網走・北見・紋別地方,a,daily_a1,0063,興部,オコッペ,44.47,143.10833333333332,8,True,True,True,False,False,True,True,,,,,,
prec17_a0065,17,網走・北見・紋別地方,a,daily_a1,0065,湧別,ユウベツ,44.21333333333333,143.61833333333334,5,True,True,True,False,False,True,True,,,,,,
prec17_a0066,17,網走・北見・紋別地方,a,daily_a1,0066,滝上,タキノウエ,44.17666666666667,143.06166666666667,165,True,True,True,False,True,True,True,,,,,,
prec17_a0068,17,網走・北見・紋別地方,a,daily_a1,0068,常呂,トコロ,44.115,144.03666666666666,3,True,True,True,False,False,True,True,,,,,,
prec17_a0069,17,網走・北見・紋別地方,a,daily_a1,0069,遠軽,エンガル,44.053333333333335,143.54,80,True,True,True,False,True,True,True,,,,,,
prec17_a0070,17,網走・北見・紋別地方,a,daily_a1,0070,佐呂間,サロマ,44.01833333333333,143.76,54,True,True,True,False,True,True,True,,,,,,
prec17_a0072,17,網走・北見・紋別地方,a,daily_a1,0072,生田原,イクタハラ,43.916666666666664,143.53166666666667,199,True,True,True,False,False,True,True,,,,,,
prec17_a0074,17,網走・北見・紋別地方,a,daily_a1,0074,北見,キタミ,43.776666666666664,143.84166666666667,104,True,True,True,False,True,True,True,,,,,,
prec17_a0075,17,網走・北見・紋別地方,a,daily_a1,0075,小清水,コシミズ,43.84166666666667,144.485,52,True,True,True,False,False,True,True,,,,,,
prec17_a0076,17,網走・北見・紋別地方,a,daily_a1,0076,斜里,シャリ,43.885,144.7,15,True,True,True,False,True,True,True,,,,,,
prec17_a0077,17,網走・北見・紋別地方,a,daily_a1,0077,留辺蘂,ルベシベ,43.74166666666667,143.45,325,True,True,True,False,True,True,True,,,,,,
prec17_a0079,17,網走・北見・紋別地方,a,daily_a1,0079,美幌,ビホロ,43.77,144.17166666666665,60,True,True,True,False,False,True,True,,,,,,
prec17_a0082,17,網走・北見・紋別地方,a,daily_a1,0082,津別,ツベツ,43.70166666666667,144.03333333333333,100,True,True,True,False,True,True,True,,,,,,
prec17_a0981,17,網走・北見・紋別地方,a,daily_a1,0981,宇登呂,ウトロ,44.05166666666667,144.98166666666665,144,True,True,True,False,True,True,True,,,,,,
prec17_a1073,17,網走・北見・紋別地方,a,daily_a1,1073,西興部,ニシオコッペ,44.33166666666666,142.935,120,True,True,True,False,True,True,True,,,,,,
prec17_a1092,17,網走・北見・紋別地方,a,daily_a1,1092,白滝,シラタキ,43.865,143.15333333333334,475,True,True,True,False,True,True,True,,,,,,
prec17_a1209,17,網走・北見・紋別地方,a,daily_a1,1209,境野,サカイノ,43.70666666666666,143.64333333333335,184,True,True,True,False,False,True,True,,,,,,
prec17_a1460,17,網走・北見・紋別地方,a,daily_a1,1460,女満別,メマンベツ,43.88,144.16333333333333,33,True,True,True,False,True,False,True,,,,,,
prec17_a1487,17,網走・北見・紋別地方,a,daily_a1,1487,紋別小向,モンベツコムカイ,44.303333333333335,143.40333333333334,18,True,True,True,False,True,False,True,,,,,,
prec17_s47405,17,網走・北見・紋別地方,s,daily_s1,47405,雄武,オウム,44.58,142.96333333333334,14.1,True,True,True,True,True,True,True,,,,,,
prec17_s47409,17,網走・北見・紋別地方,s,daily_s1,47409,網走,アバシリ,44.016666666666666,144.27833333333334,37.6,True,True,True,True,True,True,True,,,,,,
prec17_s47435,17,網走・北見・紋別地方,s,daily_s1,47435,紋別,モンベツ,44.345,143.355,15.8,True,True,True,True,True,True,True,,,,,,
prec18_a0084,18,根室地方,a,daily_a1,0084,羅臼,ラウス,44.02333333333333,145.18666666666667,15,True,True,True,False,True,True,True,,,,,,
prec18_a0085,18,根室地方,a,daily_a1,0085,標津,シベツ,43.66166666666667,145.13166666666666,3,True,True,True,False,False,True,True,,,,,,
prec18_a0086,18,根室地方,a,daily_a1,0086,中標津,ナカシベツ,43.54333333333334,144.97833333333332,50,True,True,True,False,True,True,True,,,,,,
prec18_a0088,18,根室地方,a,daily_a1,0088,別海,ベツカイ,43.38166666666667,145.11833333333334,23,True,True,True,False,True,True,True,,,,,,
prec18_a1056,18,根室地方,a,daily_a1,1056,納沙布,ノサップ,43.39333333333333,145.75833333333333,12,True,True,True,False,False,True,True,,,,,,
prec18_a1196,18,根室地方,a,daily_a1,1196,厚床,アットコ,43.22,145.22666666666666,41,True,True,True,False,True,True,True,,,,,,
prec18_a1489,18,根室地方,a,daily_a1,1489,根室中標津,ネムロナカシベツ,43.57666666666667,144.96,65,True,True,True,False,True,False,True,,,,,,
prec18_a1547,18,根室地方,a,daily_a1,1547,上標津,カミシベツ,43.52,144.74666666666667,160,True,True,True,False,False,True,True,,,,,,
prec18_s47420,18,根室地方,s,daily_s1,47420,根室,ネムロ,43.33,145.585,25.2,True,True,True,True,True,True,True,,,,,,
prec19_a0090,19,釧路地方,a,daily_a1,0090,川湯,カワユ,43.61666666666667,144.45666666666668,158,True,True,True,False,True,True,True,,,,,,
prec19_a0091,19,釧路地方,a,daily_a1,0091,阿寒湖畔,アカンコハン,43.43666666666667,144.08333333333334,426,True,True,True,False,True,True,True,,,,,,
prec19_a0093,19,釧路地方,a,daily_a1,0093,標茶,シベチャ,43.291666666666664,144.58666666666667,20,True,True,True,False,True,True,True,,,,,,
prec19_a0095,19,釧路地方,a,daily_a1,0095,中徹別,ナカテシベツ,43.19833333333333,144.14166666666668,80,True,True,True,False,True,True,True,,,,,,
prec19_a0098,19,釧路地方,a,daily_a1,0098,白糠,シラヌカ,42.97,144.06166666666667,9,True,True,True,False,True,True,True,,,,,,
prec19_a1186,19,釧路地方,a,daily_a1,1186,鶴居,ツルイ,43.23166666666667,144.325,38,True,True,True,False,True,True,True,,,,,,
prec19_a1187,19,釧路地方,a,daily_a1,1187,弟子屈,テシカガ,43.51,144.46666666666667,170,True,True,True,False,False,True,True,,,,,,
prec19_a1192,19,釧路地方,a,daily_a1,1192,太田,オオタ,43.09,144.77833333333334,85,True,True,True,False,True,True,True,,,,,,
prec19_a1195,19,釧路地方,a,daily_a1,1195,榊町,サカキマチ,43.12,145.11,2,True,True,True,False,False,True,True,,,,,,
prec19_a1283,19,釧路地方,a,daily_a1,1283,知方学,チッポマナイ,42.93833333333333,144.735,149,True,True,True,False,False,True,True,,,,,,
prec19_a1461,19,釧路地方,a,daily_a1,1461,鶴丘,ツルオカ,43.04,144.19166666666666,95,True,True,True,False,True,False,True,,,,,,
prec19_s47418,19,釧路地方,s,daily_s1,47418,釧路,クシロ,42.985,144.37666666666667,4.5,True,True,True,True,True,True,True,,,,,,
prec20_a0101,20,十勝地方,a,daily_a1,0101,陸別,リクベツ,43.471666666666664,143.75333333333333,210,True,True,True,False,True,True,True,,,,,,
prec20_a0103,20,十勝地方,a,daily_a1,0103,ぬかびら源泉郷,ヌカビラゲンセンキョウ,43.36666666666667,143.19166666666666,540,True,True,True,False,True,True,True,,2011年5月31日までの地点名「糠平」,,,,
prec20_a0107,20,十勝地方,a,daily_a1,0107,上士幌,カミシホロ,43.24166666666667,143.295,287,True,True,True,False,True,True,True,,,,,,
prec20_a0109,20,十勝地方,a,daily_a1,0109,足寄,アショロ,43.24333333333333,143.55333333333334,90,True,True,True,False,False,True,True,,,,,,
prec20_a0112,20,十勝地方,a,daily_a1,0112,本別,ホンベツ,43.13166666666667,143.6,67,True,True,True,False,True,True,True,,,,,,
prec20_a0113,20,十勝地方,a,daily_a1,0113,新得,シントク,43.07666666666667,142.84,178,True,True,True,False,True,True,True,,,,,,
prec20_a0114,20,十勝地方,a,daily_a1,0114,鹿追,シカオイ,43.10333333333333,142.995,206,True,True,True,False,False,True,True,,,,,,
prec20_a0115,20,十勝地方,a,daily_a1,0115,芽室,メムロ,42.9,143.04333333333332,90,True,True,True,False,True,True,True,,,,,,
prec20_a0117,20,十勝地方,a,daily_a1,0117,池田,イケダ,42.92,143.45833333333334,42,True,True,True,False,False,True,True,,,,,,
prec20_a0118,20,十勝地方,a,daily_a1,0118,浦幌,ウラホロ,42.80833333333333,143.65666666666667,20,True,True,True,False,True,True,True,,,,,,
prec20_a0121,20,十勝地方,a,daily_a1,0121,大樹,タイキ,42.5,143.27333333333334,87,True,True,True,False,True,True,True,,,,,,
prec20_a1204,20,十勝地方,a,daily_a1,1204,駒場,コマバ,43.05,143.18333333333334,112,True,True,True,False,False,True,True,,,,,,
prec20_a1210,20,十勝地方,a,daily_a1,1210,上札内,カミサツナイ,42.641666666666666,143.09666666666666,251,True,True,True,False,True,True,True,,,,,,
prec20_a1211,20,十勝地方,a,daily_a1,1211,更別,サラベツ,42.651666666666664,143.195,185,True,True,True,False,False,True,True,,,,,,
prec20_a1214,20,十勝地方,a,daily_a1,1214,大津,オオツ,42.68666666666667,143.64666666666668,4,True,True,True,False,False,True,True,,,,,,
prec20_a1286,20,十勝地方,a,daily_a1,1286,糠内,ヌカナイ,42.78666666666667,143.32833333333335,70,True,True,True,False,False,True,True,,,,,,
prec20_a1510,20,十勝地方,a,daily_a1,1510,帯広泉,オビヒロイズミ,42.733333333333334,143.21666666666667,149,True,True,True,False,True,False,True,,,,,,
prec20_s47417,20,十勝地方,s,daily_s1,47417,帯広,オビヒロ,42.92166666666667,143.21166666666667,38.4,True,True,True,True,True,True,True,,,,,,
prec20_s47440,20,十勝地方,s,daily_s1,47440,広尾,ヒロオ,42.29333333333334,143.31666666666666,32.4,True,True,True,True,True,True,True,,,,,,
prec21_a0124,21,胆振地方,a,daily_a1,0124,厚真,アツマ,42.73,141.88833333333332,20,True,True,True,False,False,True,True,,,,,,
prec21_a0125,21,胆振地方,a,daily_a1,0125,穂別,ホベツ,42.76166666666667,142.14333333333335,56,True,True,True,False,True,True,True,,,,,,
prec21_a0126,21,胆振地方,a,daily_a1,0126,森野,モリノ,42.63,141.24666666666667,170,True,True,True,False,False,True,True,,,,,,
prec21_a0128,21,胆振地方,a,daily_a1,0128,大岸,オオキシ,42.59,140.64333333333335,4,True,True,True,False,True,True,True,,,,,,
prec21_a0130,21,胆振地方,a,daily_a1,0130,白老,シラオイ,42.54333333333334,141.35166666666666,6,True,True,True,False,True,True,True,,,,,,
prec21_a0131,21,胆振地方,a,daily_a1,0131,鵡川,ムカワ,42.59,141.93333333333334,10,True,True,True,False,False,True,True,,,,,,
prec21_a0132,21,胆振地方,a,daily_a1,0132,伊達,ダテ,42.475,140.84833333333333,3,True,True,True,False,False,True,True,,,,,,
prec21_a0134,21,胆振地方,a,daily_a1,0134,登別,ノボリベツ,42.458333333333336,141.11833333333334,197,True,True,True,False,True,True,True,,,,,,
prec21_a1067,21,胆振地方,a,daily_a1,1067,大滝,オオタキ,42.67,141.07833333333335,390,True,True,True,False,True,True,True,,,,,,
prec21_s47423,21,胆振地方,s,daily_s1,47423,室蘭,ムロラン,42.31166666666667,140.975,39.9,True,True,True,True,True,True,True,,,,,,
prec21_s47424,21,胆振地方,s,daily_s1,47424,苫小牧,トマコマイ,42.623333333333335,141.54666666666665,6.3,True,True,True,True,True,True,True,,,,,,
prec22_a0136,22,日高地方,a,daily_a1,0136,日高門別,ヒダカモンベツ,42.49666666666667,142.05333333333334,47,True,True,True,False,False,True,True,,,,,,
prec22_a0137,22,日高地方,a,daily_a1,0137,新和,シンワ,42.54333333333334,142.33333333333334,60,True,True,True,False,False,True,True,,,,,,
prec22_a0140,22,日高地方,a,daily_a1,0140,静内,シズナイ,42.343333333333334,142.36166666666668,10,True,True,True,False,True,True,True,,,,,,
prec22_a1198,22,日高地方,a,daily_a1,1198,三石,ミツイシ,42.245,142.66166666666666,10,True,True,True,False,False,True,True,,,,,,
prec22_a1202,22,日高地方,a,daily_a1,1202,日高,ヒダカ,42.876666666666665,142.44166666666666,280,True,True,True,False,True,True,True,,,,,,
prec22_a1288,22,日高地方,a,daily_a1,1288,中杵臼,ナカキネウス,42.223333333333336,142.94833333333332,98,True,True,True,False,True,True,True,,,,,,
prec22_a1340,22,日高地方,a,daily_a1,1340,えりも岬,エリモミサキ,41.925,143.24333333333334,63,True,True,True,False,False,True,True,,,,,,
prec22_s47426,22,日高地方,s,daily_s1,47426,浦河,ウラカワ,42.16166666666667,142.77666666666667,36.7,True,True,True,True,True,True,True,,,,,,
prec23_a0143,23,渡島地方,a,daily_a1,0143,長万部,オシャマンベ,42.516666666666666,140.37333333333333,6,True,True,True,False,True,True,True,,,,,,
prec23_a0144,23,渡島地方,a,daily_a1,0144,八雲,ヤクモ,42.251666666666665,140.27166666666668,8,True,True,True,False,True,True,True,,,,,,
prec23_a0145,23,渡島地方,a,daily_a1,0145,森,モリ,42.06666666666667,140.58833333333334,125,True,True,True,False,True,True,True,,,,,,
prec23_a0147,23,渡島地方,a,daily_a1,0147,川汲,カックミ,41.906666666666666,140.97,31,True,True,True,False,False,True,True,,2004年12月5日までの地点名「南茅部」,,,,
prec23_a0148,23,渡島地方,a,daily_a1,0148,北斗,ホクト,41.88666666666667,140.65333333333334,25,True,True,True,False,False,True,True,,2006年1月31日までの地点名「大野」,,,,
prec23_a0152,23,渡島地方,a,daily_a1,0152,松前,マツマエ,41.42333333333333,140.08666666666667,30,True,True,True,False,False,True,True,,,,,,
prec23_a0155,23,渡島地方,a,daily_a1,0155,熊石,クマイシ,42.12833333333333,139.985,12,True,True,True,False,True,True,True,,,,,,
prec23_a0917,23,渡島地方,a,daily_a1,0917,木古内,キコナイ,41.68,140.43666666666667,10,True,True,True,False,False,True,True,,,,,,
prec23_a1462,23,渡島地方,a,daily_a1,1462,高松,タカマツ,41.77,140.82166666666666,34,True,True,True,False,True,False,True,,,,,,
prec23_s47430,23,渡島地方,s,daily_s1,47430,函館,ハコダテ,41.81666666666667,140.75333333333333,35,True,True,True,True,True,True,True,,,,,,
prec24_a0153,24,檜山地方,a,daily_a1,0153,せたな,セタナ,42.45,139.85166666666666,10,True,True,True,False,False,True,True,,2005年10月2日までの地点名「瀬棚」,,,,
prec24_a0154,24,檜山地方,a,daily_a1,0154,今金,イマカネ,42.428333333333335,140.00833333333333,19,True,True,True,False,True,True,True,,,,,,
prec24_a1199,24,檜山地方,a,daily_a1,1199,奥尻,オクシリ,42.248333333333335,139.55666666666667,5,True,True,True,False,False,True,True,,,,,,
prec24_a1200,24,檜山地方,a,daily_a1,1200,鶉,ウズラ,41.93,140.31166666666667,53,True,True,True,False,True,True,True,,,,,,
prec24_a1513,24,檜山地方,a,daily_a1,1513,米岡,ヨネオカ,42.071666666666665,139.43166666666667,49,True,True,True,False,False,False,True,,,,,,
prec24_s47428,24,檜山地方,s,daily_s1,47428,江差,エサシ,41.86666666666667,140.12333333333333,3.7,True,True,True,True,True,True,True,,,,,,
prec31_a0160,31,青森県,a,daily_a1,0160,蟹田,カニタ,41.045,140.63333333333333,5,True,True,True,False,False,True,True,,,,,,
prec31_a0162,31,青森県,a,daily_a1,0162,野辺地,ノヘジ,40.885,141.16,14,True,True,True,False,True,True,True,,,,,,
prec31_a0163,31,青森県,a,daily_a1,0163,鰺ケ沢,アジガサワ,40.776666666666664,140.205,40,True,True,True,False,True,True,True,,,,,,
prec31_a0164,31,青森県,a,daily_a1,0164,五所川原,ゴショガワラ,40.80833333333333,140.45833333333334,9,True,True,True,False,True,True,True,,,,,,
prec31_a0166,31,青森県,a,daily_a1,0166,弘前,ヒロサキ,40.611666666666665,140.455,30,True,True,True,False,True,True,True,,,,,,
prec31_a0167,31,青森県,a,daily_a1,0167,黒石,クロイシ,40.666666666666664,140.585,30,True,True,True,False,False,True,True,,,,,,
prec31_a0169,31,青森県,a,daily_a1,0169,三沢,ミサワ,40.675,141.375,39,True,True,True,False,False,True,True,,,,,,
prec31_a0172,31,青森県,a,daily_a1,0172,十和田,トワダ,40.60666666666667,141.23333333333332,55,True,True,True,False,True,True,True,,,,,,
prec31_a0175,31,青森県,a,daily_a1,0175,碇ケ関,イカリガセキ,40.48166666666667,140.62,135,True,True,True,False,True,True,True,,,,,,
prec31_a0177,31,青森県,a,daily_a1,0177,休屋,ヤスミヤ,40.42666666666667,140.89833333333334,414,True,True,True,False,False,True,True,,,,,,
prec31_a0179,31,青森県,a,daily_a1,0179,三戸,サンノヘ,40.38333333333333,141.25666666666666,60,True,True,True,False,True,True,True,,,,,,
